epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
104,8570.6,0.6992,0.34796,0.88126,0.86419,0.86381,0.89612,0.64371,1.02052,0.70133,1.12889,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
105,8653.33,0.68044,0.34344,0.88077,0.86974,0.85153,0.89104,0.64261,1.01154,0.72364,1.12264,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
106,8735.96,0.67739,0.34177,0.87566,0.86334,0.85861,0.88706,0.64195,1.00891,0.71595,1.11268,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
107,8823.54,0.67683,0.3447,0.88185,0.87381,0.85612,0.88497,0.63814,1.02101,0.71218,1.12275,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
108,8906.35,0.68063,0.35048,0.87841,0.85041,0.87826,0.88609,0.64074,1.02485,0.70165,1.12434,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
109,8987.22,0.68049,0.34392,0.87831,0.85533,0.87222,0.88013,0.6333,1.01938,0.71656,1.13027,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
110,9067.16,0.67092,0.34075,0.87336,0.86467,0.86164,0.89423,0.64452,1.00796,0.69422,1.10498,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
111,9148.15,0.66044,0.33702,0.87724,0.86971,0.8537,0.889,0.64229,1.01267,0.71057,1.09942,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
112,9228.54,0.66283,0.34143,0.87756,0.8641,0.86286,0.89832,0.64746,1.01788,0.70342,1.1271,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
113,9308.48,0.66114,0.33641,0.87779,0.85183,0.87184,0.89806,0.64555,1.013,0.7114,1.12007,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
