epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
115,5182.93,0.74969,0.4736,0.98212,0.90004,0.81737,0.87745,0.62354,0.85725,0.54207,1.04666,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
116,5227.6,0.75836,0.46709,0.95348,0.91502,0.79151,0.87346,0.62153,0.85993,0.53517,1.03698,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
117,5273.32,0.73024,0.43655,0.9541,0.92125,0.79522,0.88402,0.63415,0.84795,0.5277,1.03945,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
118,5318.39,0.70137,0.44078,0.97307,0.90726,0.79113,0.8556,0.62063,0.85544,0.52141,1.04881,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
119,5364.03,0.7407,0.45792,0.94628,0.92649,0.78735,0.85973,0.62509,0.85503,0.52146,1.04623,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
120,5410.01,0.73211,0.44208,0.94954,0.926,0.80027,0.86657,0.61925,0.8515,0.50914,1.05471,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
121,5454.52,0.69809,0.43764,0.92755,0.88134,0.7946,0.86639,0.62655,0.84522,0.54295,1.0522,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
122,5497.68,0.70582,0.44748,0.96733,0.919,0.79595,0.8575,0.60974,0.85944,0.52819,1.0532,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
123,5542.86,0.72517,0.45468,0.95082,0.89798,0.80383,0.87528,0.62981,0.86308,0.51793,1.06036,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
124,5586.67,0.70915,0.44069,0.9511,0.90695,0.78664,0.87492,0.62476,0.85843,0.52883,1.06934,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
125,5630.99,0.73515,0.44977,0.95904,0.87827,0.82072,0.88084,0.63446,0.85006,0.51556,1.06018,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
